Column	MinTPM	Weight	FantomID	FantomInfo
203	0.1228343	8.14105	CNhs11961	tpm.Fibroblast%20-%20Gingival%2c%20donor2.CNhs11961.11318-117D4
204	0.1033258	9.67812	CNhs12006	tpm.Fibroblast%20-%20Gingival%2c%20donor3.CNhs12006.11394-118C8
205	1.188003	0.841749	CNhs10848	tpm.Fibroblast%20-%20Gingival%2c%20donor4%20%28GFH2%29.CNhs10848.11222-116B7
206	0.2472669	4.04421	CNhs11952	tpm.Fibroblast%20-%20Gingival%2c%20donor5%20%28GFH3%29.CNhs11952.11303-117B7
207	0.9101614	1.09871	CNhs11322	tpm.Fibroblast%20-%20Lymphatic%2c%20donor1.CNhs11322.11506-119G3
208	0.7186181	1.39156	CNhs12118	tpm.Fibroblast%20-%20Lymphatic%2c%20donor3.CNhs12118.11667-122G2
209	0.1683361	5.9405	CNhs10867	tpm.Fibroblast%20-%20Periodontal%20Ligament%2c%20donor1.CNhs10867.11238-116D5
210	0.1251185	7.99242	CNhs11962	tpm.Fibroblast%20-%20Periodontal%20Ligament%2c%20donor2.CNhs11962.11319-117D5
211	0.2770641	3.60927	CNhs11907	tpm.Fibroblast%20-%20Periodontal%20Ligament%2c%20donor3.CNhs11907.11395-118C9
212	0.4389776	2.27802	CNhs12493	tpm.Fibroblast%20-%20Periodontal%20Ligament%2c%20donor4%20%28PL29%29.CNhs12493.11223-116B8
213	0.3064878	3.26277	CNhs11953	tpm.Fibroblast%20-%20Periodontal%20Ligament%2c%20donor5%20%28PL30%29.CNhs11953.11304-117B8
214	0.1502381	6.6561	CNhs11996	tpm.Fibroblast%20-%20Periodontal%20Ligament%2c%20donor6%20%28PLH3%29.CNhs11996.11380-118B3
215	0.1134322	8.81584	CNhs10878	tpm.Fibroblast%20-%20Pulmonary%20Artery%2c%20donor1.CNhs10878.11250-116E8
216	0.1793896	5.57446	CNhs12405	tpm.Fibroblast%20-%20skin%20dystrophia%20myotonica%2c%20donor1%20%28nuclear%20fraction%29.CNhs12405.14329-155E9
217	0.2135574	4.68258	CNhs11353	tpm.Fibroblast%20-%20skin%20dystrophia%20myotonica%2c%20donor1.CNhs11353.11556-120C8
218	0.2119319	4.7185	CNhs11354	tpm.Fibroblast%20-%20skin%20dystrophia%20myotonica%2c%20donor2.CNhs11354.11557-120C9
219	0.3000911	3.33232	CNhs12399	tpm.Fibroblast%20-%20skin%20dystrophia%20myotonica%2c%20donor3%20%28nuclear%20fraction%29.CNhs12399.14308-155C6
220	0.1030525	9.70379	CNhs11913	tpm.Fibroblast%20-%20skin%20dystrophia%20myotonica%2c%20donor3.CNhs11913.11560-120D3
221	0.2576405	3.88138	CNhs12403	tpm.Fibroblast%20-%20skin%20normal%2c%20donor1%20%28nuclear%20fraction%29.CNhs12403.14323-155E3
222	0.1861169	5.37297	CNhs11351	tpm.Fibroblast%20-%20skin%20normal%2c%20donor1.CNhs11351.11553-120C5
223	0.1687763	5.925	CNhs12582	tpm.Fibroblast%20-%20skin%20normal%2c%20donor2%20%28nuclear%20fraction%29.CNhs12582.14302-155B9
224	0.09743701	10.263	CNhs11914	tpm.Fibroblast%20-%20skin%20normal%2c%20donor2.CNhs11914.11561-120D4
225	0.2524338	3.96143	CNhs12404	tpm.Fibroblast%20-%20skin%20spinal%20muscular%20atrophy%2c%20donor1%20%28nuclear%20fraction%29.CNhs12404.14326-155E6
226	0.0920499	10.8637	CNhs11074	tpm.Fibroblast%20-%20skin%20spinal%20muscular%20atrophy%2c%20donor1.CNhs11074.11555-120C7
227	0.1616461	6.18635	CNhs11911	tpm.Fibroblast%20-%20skin%20spinal%20muscular%20atrophy%2c%20donor2.CNhs11911.11558-120D1
228	0.3550096	2.81683	CNhs12398	tpm.Fibroblast%20-%20skin%20spinal%20muscular%20atrophy%2c%20donor3%20%28nuclear%20fraction%29.CNhs12398.14305-155C3
229	0.1007521	9.92535	CNhs11912	tpm.Fibroblast%20-%20skin%20spinal%20muscular%20atrophy%2c%20donor3.CNhs11912.11559-120D2
230	0.1695606	5.8976	CNhs11352	tpm.Fibroblast%20-%20skin%20walker%20warburg%2c%20donor1.CNhs11352.11554-120C6
231	0.1932609	5.17435	CNhs11061	tpm.Gingival%20epithelial%20cells%2c%20donor1%20%28GEA11%29.CNhs11061.11221-116B6
232	0.2727461	3.66641	CNhs11896	tpm.Gingival%20epithelial%20cells%2c%20donor2%20%28GEA14%29.CNhs11896.11302-117B6
233	0.2868046	3.48669	CNhs11903	tpm.Gingival%20epithelial%20cells%2c%20donor3%20%28GEA15%29.CNhs11903.11379-118B2
234	0.1219737	8.19849	CNhs12824	tpm.H9%20Embryonic%20Stem%20cells%2c%20biol_rep2%20%28H9ES-2%29.CNhs12824.12724-135G6
235	0.1325298	7.54547	CNhs12837	tpm.H9%20Embryonic%20Stem%20cells%2c%20biol_rep3%20%28H9ES-3%29.CNhs12837.12822-136I5
236	0.1161939	8.6063	CNhs12822	tpm.H9%20Embryoid%20body%20cells%2c%20melanocytic%20induction%2c%20day00%2c%20biol_rep1%20%28H9EB-1%20d0%29.CNhs12822.12627-134E8
237	0.1036611	9.64682	CNhs12825	tpm.H9%20Embryoid%20body%20cells%2c%20melanocytic%20induction%2c%20day00%2c%20biol_rep2%20%28H9EB-2%20d0%29.CNhs12825.12725-135G7
238	0.2523209	3.96321	CNhs12908	tpm.H9%20Embryoid%20body%20cells%2c%20melanocytic%20induction%2c%20day00%2c%20biol_rep3%20%28H9EB-3%20d0%29.CNhs12908.12823-136I6
239	0.3649774	2.7399	CNhs13738	tpm.HES3-GFP%20Embryonic%20Stem%20cells%2c%20cardiomyocytic%20induction%2c%20day00%2c%20biol_rep3%20%28UH-3%29.CNhs13738.13366-143F9
240	1.564495	0.639184	CNhs12501	tpm.Hair%20Follicle%20Dermal%20Papilla%20Cells%2c%20donor1.CNhs12501.11271-116H2
241	0.6432409	1.55463	CNhs11979	tpm.Hair%20Follicle%20Dermal%20Papilla%20Cells%2c%20donor2.CNhs11979.11348-117G7
242	1.381349	0.72393	CNhs12030	tpm.Hair%20Follicle%20Dermal%20Papilla%20Cells%2c%20donor3.CNhs12030.11420-118F7
243	0.4643679	2.15346	CNhs12339	tpm.Hair%20Follicle%20Outer%20Root%20Sheath%20Cells%2c%20donor1.CNhs12339.11504-119G1
244	0.7218795	1.38527	CNhs12347	tpm.Hair%20Follicle%20Outer%20Root%20Sheath%20Cells%2c%20donor2.CNhs12347.11584-120F9
245	0.1183068	8.4526	CNhs13479	tpm.Hep-2%20cells%20mock%20treated%2c%20biol_rep1.CNhs13479.11898-125E8
246	0.1685847	5.93174	CNhs13500	tpm.Hep-2%20cells%20mock%20treated%2c%20biol_rep2.CNhs13500.11899-125E9
247	0.241011	4.14919	CNhs13501	tpm.Hep-2%20cells%20mock%20treated%2c%20biol_rep3.CNhs13501.11900-125F1
248	0.110294	9.06668	CNhs13477	tpm.Hep-2%20cells%20treated%20with%20Streptococci%20strain%205448%2c%20biol_rep1.CNhs13477.11890-125D9
249	0.2178794	4.5897	CNhs13496	tpm.Hep-2%20cells%20treated%20with%20Streptococci%20strain%205448%2c%20biol_rep2.CNhs13496.11891-125E1
250	0.2372706	4.2146	CNhs13497	tpm.Hep-2%20cells%20treated%20with%20Streptococci%20strain%205448%2c%20biol_rep3.CNhs13497.11892-125E2
251	0.1348313	7.41668	CNhs13478	tpm.Hep-2%20cells%20treated%20with%20Streptococci%20strain%20JRS4%2c%20biol_rep1.CNhs13478.11894-125E4
252	0.1962215	5.09628	CNhs13498	tpm.Hep-2%20cells%20treated%20with%20Streptococci%20strain%20JRS4%2c%20biol_rep2.CNhs13498.11895-125E5
253	0.3847472	2.59911	CNhs13499	tpm.Hep-2%20cells%20treated%20with%20Streptococci%20strain%20JRS4%2c%20biol_rep3.CNhs13499.11896-125E6
254	0.7381555	1.35473	CNhs12075	tpm.Hepatic%20Sinusoidal%20Endothelial%20Cells%2c%20donor1.CNhs12075.11521-119H9
255	1.402418	0.713054	CNhs12092	tpm.Hepatic%20Sinusoidal%20Endothelial%20Cells%2c%20donor2.CNhs12092.11601-120H8
256	0.411574	2.4297	CNhs11335	tpm.Hepatic%20Stellate%20Cells%20%28lipocyte%29%2c%20donor1.CNhs11335.11524-119I3
257	1.470087	0.680232	CNhs12093	tpm.Hepatic%20Stellate%20Cells%20%28lipocyte%29%2c%20donor2.CNhs12093.11604-120I2
258	1.26755	0.788924	CNhs12340	tpm.Hepatocyte%2c%20donor1.CNhs12340.11523-119I2
259	0.9828272	1.01747	CNhs12349	tpm.Hepatocyte%2c%20donor2.CNhs12349.11603-120I1
260	0.5907899	1.69265	CNhs12626	tpm.Hepatocyte%2c%20donor3.CNhs12626.11684-122I1
261	0.4414631	2.26519	CNhs11715	tpm.Hodgkin%27s%20lymphoma%20cell%20line%3aHD-Mar2.CNhs11715.10435-106E3
262	0.1229884	8.13085	CNhs10875	tpm.Intestinal%20epithelial%20cells%20%28polarized%29%2c%20donor1.CNhs10875.11246-116E4
263	0.1715678	5.8286	CNhs12596	tpm.Iris%20Pigment%20Epithelial%20Cells%2c%20donor1.CNhs12596.11530-119I9
264	0.1097503	9.11159	CNhs11064	tpm.Keratinocyte%20-%20epidermal%2c%20donor1.CNhs11064.11272-116H3
265	1.124018	0.889665	CNhs11381	tpm.Keratinocyte%20-%20epidermal%2c%20donor2.CNhs11381.11349-117G8
266	0.100529	9.94738	CNhs12031	tpm.Keratinocyte%20-%20epidermal%2c%20donor3.CNhs12031.11421-118F8
267	0.09258845	10.8005	CNhs10879	tpm.Keratinocyte%20-%20oral%2c%20donor1.CNhs10879.11251-116E9
268	0.3258083	3.06929	CNhs11337	tpm.Keratocytes%2c%20donor1.CNhs11337.11527-119I6
269	1.039935	0.961599	CNhs12095	tpm.Keratocytes%2c%20donor2.CNhs12095.11607-120I5
270	1.443313	0.69285	CNhs12342	tpm.Lens%20Epithelial%20Cells%2c%20donor1.CNhs12342.11529-119I8
271	0.1159304	8.62587	CNhs12568	tpm.Lens%20Epithelial%20Cells%2c%20donor2.CNhs12568.11609-120I7
272	0.1174087	8.51726	CNhs12572	tpm.Lens%20Epithelial%20Cells%2c%20donor3.CNhs12572.11690-122I7
273	0.1443664	6.92682	CNhs11936	tpm.Lymphatic%20Endothelial%20cells%20response%20to%20VEGFC%2c%2000hr00min%2c%20biol_rep1%20%28MM%20XIX%20-%201%29.CNhs11936.12260-130A1
274	0.4629855	2.15989	CNhs13157	tpm.Lymphatic%20Endothelial%20cells%20response%20to%20VEGFC%2c%2000hr00min%2c%20biol_rep2%20%28MM%20XIV%20-%201%29.CNhs13157.12382-131E6
275	0.1902542	5.25613	CNhs13276	tpm.Lymphatic%20Endothelial%20cells%20response%20to%20VEGFC%2c%2000hr00min%2c%20biol_rep3%20%28MM%20XXII%20-%201%20%29.CNhs13276.12504-133A2
276	0.7902044	1.2655	CNhs12475	tpm.MCF7%20breast%20cancer%20cell%20line%20response%20to%20EGF1%2c%2000hr00min%2c%20biol_rep2.CNhs12475.13097-140D1
277	0.8584862	1.16484	CNhs12703	tpm.MCF7%20breast%20cancer%20cell%20line%20response%20to%20EGF1%2c%2000hr00min%2c%20biol_rep3.CNhs12703.13163-141B4
278	0.246217	4.06146	CNhs10861	tpm.Macrophage%20-%20monocyte%20derived%2c%20donor1.CNhs10861.11232-116C8
279	0.2340043	4.27343	CNhs11899	tpm.Macrophage%20-%20monocyte%20derived%2c%20donor2.CNhs11899.11313-117C8
280	0.1486312	6.72806	CNhs12003	tpm.Macrophage%20-%20monocyte%20derived%2c%20donor3.CNhs12003.11389-118C3
281	0.9373383	1.06685	CNhs12538	tpm.Mallassez-derived%20cells%2c%20donor1%20%28MZH3%29.CNhs12538.12142-128E9
282	0.1679821	5.95302	CNhs13550	tpm.Mallassez-derived%20cells%2c%20donor2.CNhs13550.11929-125I3
283	0.1417751	7.05342	CNhs13551	tpm.Mallassez-derived%20cells%2c%20donor3.CNhs13551.11930-125I4
284	0.08955852	11.1659	CNhs11077	tpm.Mammary%20Epithelial%20Cell%2c%20donor1.CNhs11077.11273-116H4
285	0.2906339	3.44075	CNhs11382	tpm.Mammary%20Epithelial%20Cell%2c%20donor2.CNhs11382.11350-117G9
286	0.3833827	2.60836	CNhs12032	tpm.Mammary%20Epithelial%20Cell%2c%20donor3.CNhs12032.11422-118F9
287	0.4926632	2.02978	CNhs11073	tpm.Mast%20cell%20-%20stimulated%2c%20donor1.CNhs11073.11487-119E2
288	0.08804843	11.3574	CNhs12566	tpm.Mast%20cell%2c%20donor1.CNhs12566.11563-120D6
289	0.2073281	4.82327	CNhs12594	tpm.Mast%20cell%2c%20donor2.CNhs12594.11565-120D8
290	0.14412	6.93866	CNhs12593	tpm.Mast%20cell%2c%20donor3.CNhs12593.11566-120D9
291	0.1262424	7.92127	CNhs12592	tpm.Mast%20cell%2c%20donor4.CNhs12592.11567-120E1
292	0.06349789	15.7486	CNhs12570	tpm.Melanocyte%20-%20dark%2c%20donor3.CNhs12570.11663-122F7
293	0.3819884	2.61788	CNhs11303	tpm.Melanocyte%20-%20light%2c%20donor1.CNhs11303.11274-116H5
294	1.172174	0.853116	CNhs11383	tpm.Melanocyte%20-%20light%2c%20donor2.CNhs11383.11351-117H1
295	1.710724	0.584548	CNhs12033	tpm.Melanocyte%20-%20light%2c%20donor3.CNhs12033.11423-118G1
296	0.1028275	9.72502	CNhs12816	tpm.Melanocyte%2c%20donor1%20%28MC%2b1%29.CNhs12816.12641-134G4
297	0.3003431	3.32953	CNhs13156	tpm.Melanocyte%2c%20donor2%20%28MC%2b2%29.CNhs13156.12739-135I3
298	0.2858264	3.49863	CNhs13406	tpm.Melanocyte%2c%20donor3%20%28MC%2b3%29.CNhs13406.12837-137B2
299	0.1121311	8.91813	CNhs11320	tpm.Meningeal%20Cells%2c%20donor1.CNhs11320.11493-119E8
300	0.4359601	2.29379	CNhs12080	tpm.Meningeal%20Cells%2c%20donor2.CNhs12080.11573-120E7
301	0.07333829	13.6354	CNhs12731	tpm.Meningeal%20Cells%2c%20donor3.CNhs12731.11654-122E7
302	0.1292717	7.73565	CNhs11057	tpm.Mesenchymal%20Stem%20Cells%20-%20Wharton%27s%20Jelly%2c%20donor1.CNhs11057.11548-120B9
303	3.576564	0.279598	CNhs11345	tpm.Mesenchymal%20Stem%20Cells%20-%20adipose%2c%20donor1.CNhs11345.11537-120A7
304	0.8453028	1.18301	CNhs12922	tpm.Mesenchymal%20Stem%20Cells%20-%20adipose%2c%20donor3.CNhs12922.11698-123A6
305	0.2659381	3.76027	CNhs11349	tpm.Mesenchymal%20Stem%20Cells%20-%20amniotic%20membrane%2c%20donor1.CNhs11349.11547-120B8
306	1.040074	0.96147	CNhs12104	tpm.Mesenchymal%20Stem%20Cells%20-%20amniotic%20membrane%2c%20donor2.CNhs12104.11627-122B7
307	0.2572074	3.88791	CNhs11344	tpm.Mesenchymal%20Stem%20Cells%20-%20bone%20marrow%2c%20donor1.CNhs11344.11536-120A6
308	1.418491	0.704975	CNhs12100	tpm.Mesenchymal%20Stem%20Cells%20-%20bone%20marrow%2c%20donor2.CNhs12100.11616-122A5
309	0.2664222	3.75344	CNhs12126	tpm.Mesenchymal%20Stem%20Cells%20-%20bone%20marrow%2c%20donor3.CNhs12126.11697-123A5
310	0.142978	6.99408	CNhs12730	tpm.Mesenchymal%20Stem%20Cells%20-%20hepatic%2c%20donor2.CNhs12730.11618-122A7
311	0.5426216	1.8429	CNhs11347	tpm.Mesenchymal%20Stem%20Cells%20-%20umbilical%2c%20donor1.CNhs11347.11539-120A9
312	0.8232403	1.21471	CNhs12127	tpm.Mesenchymal%20Stem%20Cells%20-%20umbilical%2c%20donor3.CNhs12127.11700-123A8
313	0.3257362	3.06997	CNhs10844	tpm.Mesenchymal%20stem%20cells%20-%20adipose%2c%20donor0.CNhs10844.11217-116B2
314	0.3553919	2.8138	CNhs10845	tpm.Mesenchymal%20stem%20cells%20-%20hepatic%2c%20donor0.CNhs10845.11218-116B3
315	0.7919519	1.2627	CNhs12492	tpm.Mesenchymal%20stem%20cells%20-%20umbilical%2c%20donor0.CNhs12492.11214-116A8
316	0.3014394	3.31742	CNhs10850	tpm.Mesothelial%20Cells%2c%20donor1.CNhs10850.11247-116E5
317	0.8715335	1.1474	CNhs12197	tpm.Mesothelial%20Cells%2c%20donor2.CNhs12197.12156-128G5
318	0.09997299	10.0027	CNhs12012	tpm.Mesothelial%20Cells%2c%20donor3.CNhs12012.11402-118D7
319	1.216238	0.822207	CNhs13646	tpm.Monocyte-derived%20macrophages%20response%20to%20udorn%20influenza%20infection%2c%2000hr00min%2c%20donor2%20%28150_120%3aUd_0h%29.CNhs13646.13317-143A5
320	0.5022571	1.99101	CNhs13650	tpm.Monocyte-derived%20macrophages%20response%20to%20udorn%20influenza%20infection%2c%2000hr00min%2c%20donor3%20%28536_119%3aUd_0h%29.CNhs13650.13323-143B2
321	2.108339	0.474307	CNhs13639	tpm.Monocyte-derived%20macrophages%20response%20to%20udorn%20influenza%20infection%2c%2000hr00min%2c%20donor4%20%28227_121%3aUd_0h%29.CNhs13639.13311-142I8
322	0.2396249	4.17319	CNhs11350	tpm.Multipotent%20Cord%20Blood%20Unrestricted%20Somatic%20Stem%20Cells%2c%20donor1.CNhs11350.11549-120C1
323	1.148619	0.870611	CNhs12105	tpm.Multipotent%20Cord%20Blood%20Unrestricted%20Somatic%20Stem%20Cells%2c%20donor2.CNhs12105.11629-122B9
324	1.426369	0.701081	CNhs13847	tpm.Myoblast%20differentiation%20to%20myotubes%2c%20day00%2c%20control%20donor1.CNhs13847.13469-144I4
325	0.1447813	6.90697	CNhs10870	tpm.Myoblast%2c%20donor1.CNhs10870.11241-116D8
326	0.2054763	4.86674	CNhs11965	tpm.Myoblast%2c%20donor2.CNhs11965.11322-117D8
327	0.179061	5.58469	CNhs11908	tpm.Myoblast%2c%20donor3.CNhs11908.11398-118D3
328	0.1120851	8.92179	CNhs11867	tpm.NK%20T%20cell%20leukemia%20cell%20line%3aKHYG-1.CNhs11867.10777-110G3
329	0.1970308	5.07535	CNhs10859	tpm.Natural%20Killer%20Cells%2c%20donor1.CNhs10859.11230-116C6
330	0.2156276	4.63763	CNhs11957	tpm.Natural%20Killer%20Cells%2c%20donor2.CNhs11957.11311-117C6
331	0.128343	7.79162	CNhs12001	tpm.Natural%20Killer%20Cells%2c%20donor3.CNhs12001.11387-118C1
332	0.2540946	3.93554	CNhs11063	tpm.Neural%20stem%20cells%2c%20donor1.CNhs11063.11275-116H6
333	1.301399	0.768404	CNhs11384	tpm.Neural%20stem%20cells%2c%20donor2.CNhs11384.11352-117H2
334	0.7732888	1.29318	CNhs12338	tpm.Neurons%2c%20donor1.CNhs12338.11494-119E9
335	0.1675163	5.96957	CNhs12726	tpm.Neurons%2c%20donor2.CNhs12726.11574-120E8
336	0.6379388	1.56755	CNhs13815	tpm.Neurons%2c%20donor3.CNhs13815.11655-122E8
337	0.749007	1.3351	CNhs10862	tpm.Neutrophils%2c%20donor1.CNhs10862.11233-116C9
338	2.991615	0.334268	CNhs11959	tpm.Neutrophils%2c%20donor2.CNhs11959.11314-117C9
339	0.4144155	2.41304	CNhs11905	tpm.Neutrophils%2c%20donor3.CNhs11905.11390-118C4
340	0.1226915	8.15052	CNhs10881	tpm.Nucleus%20Pulposus%20Cell%2c%20donor1.CNhs10881.11252-116F1
341	0.5001705	1.99932	CNhs12019	tpm.Nucleus%20Pulposus%20Cell%2c%20donor2.CNhs12019.11409-118E5
342	0.271265	3.68643	CNhs12063	tpm.Nucleus%20Pulposus%20Cell%2c%20donor3.CNhs12063.11462-119B4
343	0.2079709	4.80837	CNhs13816	tpm.Olfactory%20epithelial%20cells%2c%20donor1.CNhs13816.11933-125I7
344	0.178429	5.60447	CNhs13817	tpm.Olfactory%20epithelial%20cells%2c%20donor2.CNhs13817.11934-125I8
345	0.1577024	6.34106	CNhs13818	tpm.Olfactory%20epithelial%20cells%2c%20donor3.CNhs13818.11935-125I9
346	0.1171414	8.53669	CNhs13819	tpm.Olfactory%20epithelial%20cells%2c%20donor4.CNhs13819.11936-126A1
347	0.3009461	3.32285	CNhs11311	tpm.Osteoblast%20-%20differentiated%2c%20donor1.CNhs11311.11276-116H7
348	2.274075	0.439739	CNhs11980	tpm.Osteoblast%20-%20differentiated%2c%20donor2.CNhs11980.11353-117H3
349	1.034731	0.966435	CNhs12035	tpm.Osteoblast%20-%20differentiated%2c%20donor3.CNhs12035.11425-118G3
350	0.6642256	1.50551	CNhs11385	tpm.Osteoblast%2c%20donor2.CNhs11385.11354-117H4
351	0.1843692	5.4239	CNhs12036	tpm.Osteoblast%2c%20donor3.CNhs12036.11426-118G4
352	0.08688361	11.5097	CNhs10877	tpm.Pancreatic%20stromal%20cells%2c%20donor1.CNhs10877.11249-116E7
353	0.1958012	5.10722	CNhs11317	tpm.Pericytes%2c%20donor1.CNhs11317.11491-119E6
354	0.3431434	2.91423	CNhs12079	tpm.Pericytes%2c%20donor2.CNhs12079.11571-120E5
355	0.206768	4.83634	CNhs10860	tpm.Peripheral%20Blood%20Mononuclear%20Cells%2c%20donor1.CNhs10860.11231-116C7
356	0.2157142	4.63576	CNhs11958	tpm.Peripheral%20Blood%20Mononuclear%20Cells%2c%20donor2.CNhs11958.11312-117C7
357	0.1067276	9.36965	CNhs12002	tpm.Peripheral%20Blood%20Mononuclear%20Cells%2c%20donor3.CNhs12002.11388-118C2
358	0.3031276	3.29894	CNhs11079	tpm.Placental%20Epithelial%20Cells%2c%20donor1.CNhs11079.11278-116H9
359	1.664354	0.600834	CNhs11386	tpm.Placental%20Epithelial%20Cells%2c%20donor2.CNhs11386.11355-117H5
360	0.3023903	3.30698	CNhs12037	tpm.Placental%20Epithelial%20Cells%2c%20donor3.CNhs12037.11427-118G5
361	0.2481078	4.03051	CNhs11052	tpm.Preadipocyte%20-%20breast%2c%20donor1.CNhs11052.11467-119B9
362	0.153462	6.51627	CNhs12584	tpm.Preadipocyte%20-%20breast%2c%20donor2%20%28nuclear%20fraction%29.CNhs12584.14320-155D9
363	0.2806601	3.56303	CNhs11971	tpm.Preadipocyte%20-%20breast%2c%20donor2.CNhs11971.11328-117E5
364	0.1281391	7.80402	CNhs11065	tpm.Preadipocyte%20-%20omental%2c%20donor1.CNhs11065.11468-119C1
365	0.5117072	1.95424	CNhs11902	tpm.Preadipocyte%20-%20omental%2c%20donor2.CNhs11902.11329-117E6
366	0.1608539	6.21682	CNhs12013	tpm.Preadipocyte%20-%20omental%2c%20donor3.CNhs12013.11403-118D8
367	1.484181	0.673772	CNhs12065	tpm.Preadipocyte%20-%20perirenal%2c%20donor1.CNhs12065.11469-119C2
368	0.1542097	6.48468	CNhs11981	tpm.Preadipocyte%20-%20subcutaneous%2c%20donor2.CNhs11981.11356-117H6
369	0.1775617	5.63185	CNhs12038	tpm.Preadipocyte%20-%20subcutaneous%2c%20donor3.CNhs12038.11428-118G6
370	0.08212716	12.1762	CNhs11082	tpm.Preadipocyte%20-%20visceral%2c%20donor1.CNhs11082.11280-116I2
371	0.5192544	1.92584	CNhs11982	tpm.Preadipocyte%20-%20visceral%2c%20donor2.CNhs11982.11357-117H7
372	0.1162104	8.60508	CNhs12039	tpm.Preadipocyte%20-%20visceral%2c%20donor3.CNhs12039.11429-118G7
373	0.1208594	8.27408	CNhs10882	tpm.Prostate%20Epithelial%20Cells%20%28polarized%29%2c%20donor1.CNhs10882.11253-116F2
374	0.2005065	4.98737	CNhs11972	tpm.Prostate%20Epithelial%20Cells%2c%20donor2.CNhs11972.11331-117E8
375	0.09208099	10.86	CNhs12014	tpm.Prostate%20Epithelial%20Cells%2c%20donor3.CNhs12014.11404-118D9
376	0.1148144	8.70971	CNhs10883	tpm.Prostate%20Stromal%20Cells%2c%20donor1.CNhs10883.11254-116F3
377	0.1820912	5.49175	CNhs11973	tpm.Prostate%20Stromal%20Cells%2c%20donor2.CNhs11973.11332-117E9
378	0.1311244	7.62635	CNhs12015	tpm.Prostate%20Stromal%20Cells%2c%20donor3.CNhs12015.11405-118E1
379	0.4511996	2.21631	CNhs11331	tpm.Renal%20Cortical%20Epithelial%20Cells%2c%20donor1.CNhs11331.11516-119H4
380	0.07701534	12.9844	CNhs12728	tpm.Renal%20Cortical%20Epithelial%20Cells%2c%20donor2.CNhs12728.11596-120H3
381	0.7843498	1.27494	CNhs11332	tpm.Renal%20Epithelial%20Cells%2c%20donor1.CNhs11332.11517-119H5
382	1.461392	0.684279	CNhs12088	tpm.Renal%20Epithelial%20Cells%2c%20donor2.CNhs12088.11597-120H4
383	0.1055516	9.47404	CNhs12732	tpm.Renal%20Epithelial%20Cells%2c%20donor3.CNhs12732.11678-122H4
384	1.137334	0.879249	CNhs12074	tpm.Renal%20Glomerular%20Endothelial%20Cells%2c%20donor1.CNhs12074.11514-119H2
385	0.1700937	5.87911	CNhs12086	tpm.Renal%20Glomerular%20Endothelial%20Cells%2c%20donor2.CNhs12086.11594-120H1
386	0.2159159	4.63143	CNhs12624	tpm.Renal%20Glomerular%20Endothelial%20Cells%2c%20donor3.CNhs12624.11675-122H1
387	1.542273	0.648394	CNhs13080	tpm.Renal%20Glomerular%20Endothelial%20Cells%2c%20donor4.CNhs13080.11783-124B1
388	0.2709464	3.69077	CNhs11333	tpm.Renal%20Mesangial%20Cells%2c%20donor1.CNhs11333.11518-119H6
389	0.5016898	1.99326	CNhs12121	tpm.Renal%20Mesangial%20Cells%2c%20donor3.CNhs12121.11679-122H5
390	0.2548763	3.92347	CNhs11330	tpm.Renal%20Proximal%20Tubular%20Epithelial%20Cell%2c%20donor1.CNhs11330.11515-119H3
391	0.831076	1.20326	CNhs12087	tpm.Renal%20Proximal%20Tubular%20Epithelial%20Cell%2c%20donor2.CNhs12087.11595-120H2
392	0.2238748	4.46678	CNhs12120	tpm.Renal%20Proximal%20Tubular%20Epithelial%20Cell%2c%20donor3.CNhs12120.11676-122H2
393	0.2192599	4.5608	CNhs13552	tpm.Reticulocytes%2c%20biol_rep1.CNhs13552.11931-125I5
394	0.2614355	3.82504	CNhs13553	tpm.Reticulocytes%2c%20biol_rep2.CNhs13553.11932-125I6
395	0.2564501	3.89939	CNhs10842	tpm.Retinal%20Pigment%20Epithelial%20Cells%2c%20donor0.CNhs10842.11215-116A9
396	0.3280146	3.04864	CNhs11338	tpm.Retinal%20Pigment%20Epithelial%20Cells%2c%20donor1.CNhs11338.11528-119I7
397	0.3253784	3.07334	CNhs12733	tpm.Retinal%20Pigment%20Epithelial%20Cells%2c%20donor3.CNhs12733.11689-122I6
398	0.103041	9.70487	CNhs10610	tpm.SABiosciences%20XpressRef%20Human%20Universal%20Total%20RNA%2c%20pool1.CNhs10610.10002-101A5
399	0.09156946	10.9207	CNhs12859	tpm.Saos-2%20osteosarcoma%20treated%20with%20ascorbic%20acid%20and%20BGP%20to%20induce%20calcification%2c%2000hr00min%2c%20biol_rep2%20%28A2%20T0%29.CNhs12859.12760-136B6
400	0.0825095	12.1198	CNhs12952	tpm.Saos-2%20osteosarcoma%20treated%20with%20ascorbic%20acid%20and%20BGP%20to%20induce%20calcification%2c%2000hr00min%2c%20biol_rep3%20%28A3%20T0%29.CNhs12952.12858-137D5
401	0.5742655	1.74135	CNhs10847	tpm.Sebocyte%2c%20donor1.CNhs10847.11220-116B5
402	0.6500602	1.53832	CNhs11951	tpm.Sebocyte%2c%20donor2.CNhs11951.11301-117B5
403	1.606839	0.62234	CNhs10851	tpm.Sertoli%20Cells%2c%20donor1.CNhs10851.11255-116F4
404	0.09667072	10.3444	CNhs11083	tpm.Skeletal%20Muscle%20Cells%2c%20donor1.CNhs11083.11281-116I3
